"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"India","HS - National Sample Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2000",64274.387,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"India","HS - National Sample Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2000",8189.818,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"India","HS - National Sample Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2000",1595.163,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"India","HS - National Sample Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2000",337.724,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"India","HS - National Sample Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2000",4493.447,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"India","HS - National Sample Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2000",7635.136,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2023",67140.978,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2023",1966.469,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2023",9758.409,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2023",4795.556,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2023",994.968,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2023",30033.149,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2023",18897.586,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2023",694.842,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2023",36765.426,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2023",1238.417,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2023",6792.129,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2023",3930.594,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2023",780.757,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2023",16368.334,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2023",7089.516,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2023",565.678,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2023",30375.552,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2023",728.052,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2023",2966.279,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2023",864.962,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2023",214.211,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2023",13664.815,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2023",11808.07,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2023",129.164,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2022",66853.454,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2022",2001.152,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2022",9630.472,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2022",4759.297,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2022",1019.282,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2022",29936.396,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2022",18802.234,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2022",704.62,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2022",36771.312,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2022",1255.785,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2022",6703.004,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2022",3913.55,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2022",794.991,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2022",16450.507,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2022",7067.414,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2022",586.062,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2022",30082.142,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2022",745.367,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2022",2927.468,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2022",845.747,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2022",224.291,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2022",13485.889,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2022",11734.82,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2022",118.558,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2021",66266.405,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2021",2027.069,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2021",9506.802,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2021",4773.383,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2021",1065.828,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2021",29750.524,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2021",18431.437,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2021",711.362,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2021",36595.127,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2021",1268.92,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2021",6612.444,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2021",3963.993,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2021",834.763,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2021",16404.177,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2021",6929.888,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2021",580.942,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2021",29671.278,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2021",758.149,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2021",2894.358,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2021",809.39,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2021",231.065,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2021",13346.346,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2021",11501.549,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2021",130.42,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2020",66329.864,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2020",2087.995,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2020",9573.888,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2020",4882.559,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2020",1047.391,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2020",29611.176,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2020",18422.198,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2020",704.657,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2020",36829.117,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2020",1291.971,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2020",6663.49,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2020",4072.786,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2020",837.426,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2020",16304.153,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2020",7081.556,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2020",577.735,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2020",29500.747,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2020",796.023,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2020",2910.398,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2020",809.773,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2020",209.965,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2020",13307.023,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2020",11340.642,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Female","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2020",126.922,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2019",66769.405,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2019",2180.45,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2019",9807.01,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2019",4960.678,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2019",994.598,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2019",29685.25,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2019",18447.868,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Total","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2019",693.551,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Total","2019",37048.186,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Agriculture","2019",1338.241,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Manufacturing","2019",6829.736,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Construction","2019",4118.141,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply","2019",787.626,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services","2019",16244.854,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities","2019",7153.866,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Japan","LFS - Labour Force Survey","Employment by sex, status in employment and economic activity (thousands)","Male","Status in employment (Aggregate): Total","Economic activity (Aggregate): Not classified","2019",575.723,,,,"Repository: ILO-STATISTICS - Micro data processing"
